x,y,value,pct
0,0,1164,3.4
1,0,992,2.9
2,0,3793,11.2
3,0,952,2.8
4,0,1367,4
0,1,134,0.4
1,1,6321,18.7
2,1,7577,22.4
4,1,1268,3.7
2,2,24210,71.6
3,2,977,2.9
4,2,12618,37.3
5,2,479,1.4
1,3,234,0.7
2,3,6889,20.4
4,3,4405,13
5,3,382,1.1
1,4,2609,7.7
2,4,6148,18.2
3,4,698,2.1
4,4,5307,15.7
1,5,315,0.9
2,5,1527,4.5
3,5,1550,4.6
4,5,403,1.2
