x,y,value,pct
0,0,2004,6.9
1,0,957,3.3
2,0,568,2
3,0,447,1.5
4,0,1029,3.6
5,0,351,1.2
0,1,1627,5.6
1,1,1496,5.2
2,1,776,2.7
3,1,809,2.8
4,1,2317,8
5,1,1907,6.6
0,2,697,2.4
1,2,448,1.5
4,2,335,1.2
5,2,663,2.3
0,3,477,1.6
1,3,765,2.6
4,3,309,1.1
5,3,595,2.1
0,4,1565,5.4
1,4,1801,6.2
2,4,471,1.6
3,4,627,2.2
4,4,2130,7.4
5,4,1436,5
0,5,201,0.7
1,5,1656,5.7
2,5,500,1.7
3,5,565,2
4,5,1380,4.8
5,5,256,0.9
