x,y,value,pct
1,0,1273,4.8
2,0,45,0.2
3,0,3160,11.9
4,0,17,0.1
0,1,10740,40.5
1,1,36,0.1
2,1,1950,7.4
4,1,294,1.1
2,2,21,0.1
3,2,4103,15.5
5,2,808,3
1,3,380,1.4
2,3,138,0.5
4,3,27,0.1
5,3,797,3
1,4,7,0
2,4,674,2.5
3,4,1093,4.1
4,4,36,0.1
1,5,436,1.6
2,5,122,0.5
3,5,82,0.3
4,5,259,1
