x,y,t
0,0,0
1,0,950
2,0,1451
3,0,1534
4,0,1619
5,0,1703
6,0,1784
7,0,1868
8,0,1951
9,0,2034
10,0,2118
11,0,2201
12,0,2286
12,1,2628
11,1,2934
10,1,3437
9,1,3518
9,2,3888
8,2,4145
7,2,4345
6,2,4519
6,3,4825
5,3,5116
4,3,5309
3,3,5558
2,3,6060
1,3,6145
0,3,6225
0,2,6661
1,2,6856
2,2,7091
3,2,7226
2,2,7713
1,2,7884
1,1,8108
2,1,8353
3,1,8516
4,1,8854
4,2,9199
4,1,9580
5,1,9857
6,1,10031
6,0,10296
7,0,10470
8,0,10628
9,0,10827
10,0,11041
10,1,11244
10,2,11641
11,2,11904
12,2,12180
12,3,12429
13,3,12682
12,3,13064
11,3,13563
10,3,13646
9,3,13730
8,3,13813
7,3,13896
6,3,13980
5,3,14279
4,3,14781
3,3,14863
2,3,14946
1,3,15029
0,3,15113
0,4,15521
1,4,15804
2,4,16308
3,4,16387
2,4,16939
1,4,17128
0,4,17329
0,5,17750
1,5,18015
2,5,18202
3,5,18445
4,5,18599
5,5,18755
5,4,19100
6,4,19312
7,4,19815
8,4,19894
9,4,19977
10,4,20061
11,4,20145
12,4,20228
13,4,20311
13,5,20799
12,5,21108
11,5,21609
10,5,21691
9,5,21779
8,5,21862
7,5,21946
6,5,22028
5,5,22113
6,5,22580
7,5,22791
7,6,23080
7,7,23481
6,7,23747
5,7,24084
5,6,24432
4,6,24723
4,7,25054
3,7,25313
3,6,25713
2,6,26058
1,6,26258
0,6,26415
0,7,26795
1,7,27032
1,8,27313
0,8,27591
1,8,27905
2,8,28408
3,8,28485
4,8,28569
5,8,28654
6,8,28737
7,8,28821
8,8,28903
9,8,29545
8,8,30401
8,7,30596
9,7,30903
9,6,31136
10,6,31421
11,6,31607
12,6,32105
13,6,32187
13,7,32504
12,7,32821
11,7,33030
10,7,33182
10,8,33687
11,8,33895
12,8,34079
12,9,34499
11,9,34770
10,9,35271
9,9,35354
8,9,35438
7,9,35521
6,9,35604
5,9,35688
4,9,35771
3,9,35854
2,9,35937
1,9,36021
0,9,36104
0,10,36499
0,11,37215
0,12,37420
0,13,37590
1,13,38009
0,13,38372
0,12,38630
0,11,38803
1,11,39079
1,10,39357
2,10,39654
3,10,40137
4,10,40640
5,10,40720
6,10,40803
7,10,40888
8,10,40969
9,10,41053
9,9,41650
10,9,41904
11,9,42093
12,9,42547
12,10,42816
13,10,43075
13,11,43524
12,11,43821
11,11,44324
10,11,44404
9,11,44488
8,11,44569
7,11,44652
6,11,44737
5,11,44820
4,11,44903
3,11,44986
2,11,45399
2,12,45871
3,12,46188
3,13,46571
4,13,46854
5,13,47196
5,12,47478
5,13,47799
6,13,48028
7,13,48253
7,12,48599
8,12,49079
8,13,49530
8,12,49736
9,12,49979
10,12,50245
10,13,50605
11,13,50817
12,13,51092
13,13,51399
13,12,51881
12,12,52428
11,12,52902
