x,y,t
0,0,0
1,0,6095
2,0,6332
3,0,6525
4,0,6705
5,0,6885
6,0,7067
7,0,7231
8,0,7425
9,0,7607
10,0,8424
11,0,8659
12,0,8837
12,1,9349
12,2,9744
12,3,9931
13,3,10159
13,4,10429
13,5,10865
13,6,11087
13,7,11355
12,7,11734
12,8,12001
12,9,12288
12,10,13044
13,10,13290
13,11,13970
13,12,14508
13,13,15335
12,13,16041
11,13,16477
10,13,16834
10,12,17195
11,12,17480
12,12,17867
12,11,18230
11,11,18513
10,11,19295
9,11,19688
9,12,23898
8,12,24680
8,13,25046
7,13,25501
7,12,30205
7,11,31312
8,11,32021
7,11,32190
6,11,32575
5,11,32840
5,12,33236
5,13,33596
6,13,33811
5,13,33975
4,13,34431
3,13,34900
3,12,35678
3,11,37212
4,11,38150
3,11,38606
3,12,39294
2,12,39512
2,11,39926
1,11,40537
0,11,41018
0,12,41251
0,13,41632
1,13,41890
0,13,42279
0,12,42542
0,11,42782
0,10,43161
1,10,43631
2,10,43830
3,10,44009
4,10,44190
5,10,44370
6,10,44550
7,10,44746
8,10,44925
9,10,45121
9,9,45983
10,9,46247
11,9,46795
11,8,47185
11,7,47558
11,6,48202
12,6,48481
12,5,49571
12,4,50332
11,4,50737
11,3,51130
11,2,51392
11,1,51895
10,1,52285
9,1,52704
9,2,53171
8,2,55045
7,2,55606
6,2,56340
6,1,56717
5,1,57122
4,1,57346
3,1,57588
2,1,57827
1,1,58268
1,2,58536
0,2,58756
0,3,59557
0,4,59746
0,5,59956
0,6,60124
0,7,60300
0,8,60496
0,9,61136
1,9,63892
1,8,64110
1,7,64337
1,6,64515
1,5,64712
1,4,64921
1,3,65087
1,2,65311
2,2,66204
3,2,66451
4,2,67076
4,3,68238
3,3,68646
2,3,69051
2,4,69273
3,4,69555
3,5,70045
2,5,70450
2,6,70792
3,6,71290
3,7,71632
3,8,72049
2,8,72318
2,9,72711
3,9,72977
4,9,73465
5,9,73843
6,9,74201
7,9,74581
8,9,75080
8,8,76600
8,7,77256
7,7,77550
7,8,77854
6,8,78234
6,7,78495
5,7,78922
5,8,79281
4,8,79593
4,7,79820
4,6,80273
4,5,81328
5,5,81729
5,6,82119
5,5,82693
5,4,83081
5,3,83512
6,3,83841
7,3,84217
8,3,84564
9,3,85119
10,3,85442
10,4,86153
10,3,87622
10,2,87999
10,3,88246
10,4,88645
10,5,89126
11,5,89481
10,5,89883
10,6,90215
10,7,90525
10,8,90926
9,8,91264
9,7,91600
9,6,91940
9,5,92300
9,4,92800
8,4,93340
7,4,93586
6,4,93983
6,5,94367
7,5,94591
8,5,94803
7,5,96087
7,6,96220
