x,y,t
0,0,0
1,0,11273
2,0,11671
3,0,12089
3,1,12376
2,1,12730
1,1,13023
1,2,13404
0,2,13750
0,3,14312
0,4,14871
0,5,15046
0,6,15240
0,7,15478
0,8,15656
0,9,16216
1,9,18081
2,9,18434
3,9,18862
3,8,19134
2,8,19461
1,8,19910
1,7,20197
1,6,21457
2,6,21762
2,7,22120
3,7,22520
3,6,22906
3,5,23677
3,4,24022
2,4,24368
1,4,24712
1,3,25031
2,3,25374
3,3,25717
4,3,26093
4,2,26509
5,2,26870
5,1,27190
5,0,27558
4,0,27928
5,0,28231
6,0,28615
7,0,30164
8,0,30381
9,0,30607
9,1,31077
8,1,32367
7,1,32830
7,2,34727
8,2,34998
9,2,35229
9,3,35765
9,4,36190
9,5,36598
9,6,36847
9,7,37046
9,8,37278
8,8,38365
8,9,38773
8,8,39077
8,7,39429
7,7,40013
6,7,40326
6,8,40653
6,9,40949
5,9,41438
4,9,41761
5,9,42080
5,8,42342
5,7,42586
4,7,43001
4,6,43320
5,6,44135
6,6,44454
5,6,44752
5,5,45029
4,5,45645
5,5,45943
5,4,46190
5,3,46877
6,3,48420
6,2,48782
6,3,49077
6,4,49404
7,4,49719
8,4,50007
8,5,50399
7,5,50838
8,5,51441
8,6,51775
