x,y,t
0,0,0
1,0,17634
2,0,17970
3,0,18315
3,1,18615
2,1,18932
1,1,19247
1,2,19573
0,2,19893
0,3,20470
1,3,20780
2,3,21102
3,3,21622
3,4,22049
2,4,23488
1,4,23776
0,4,24275
0,5,25126
0,6,25548
0,7,26417
0,8,26625
0,9,26912
1,9,27161
1,8,27388
1,7,27615
1,6,27841
2,6,28291
2,7,28600
2,8,28829
2,9,29068
3,9,29341
3,8,29585
3,7,29825
3,6,30072
3,5,30425
4,5,32791
4,6,33102
5,6,37732
6,6,38038
6,7,38331
6,8,38641
6,9,38975
5,9,39301
4,9,40035
5,9,40287
5,8,40536
5,7,41023
4,7,41670
5,7,41873
5,6,42107
5,5,42401
5,4,42753
5,3,43769
4,3,44095
4,2,44394
5,2,44687
5,1,44959
5,0,45275
4,0,45730
5,0,45960
6,0,46234
7,0,46578
8,0,46880
9,0,47199
9,1,47508
8,1,47758
7,1,48232
7,2,48878
8,2,49130
9,2,49449
9,3,49763
9,4,50082
8,4,50340
7,4,50642
6,4,51058
6,3,52077
6,2,52358
6,3,52634
6,4,52885
7,4,53147
7,5,53455
8,5,53745
9,5,54030
9,6,54421
8,6,54700
8,7,55016
9,7,55303
9,8,55630
8,8,55955
8,9,56227
8,8,56542
8,7,56837
7,7,57141
