x,y,t
0,0,0
1,0,2145
1,1,2768
2,1,3166
2,0,4122
2,1,8032
3,1,8489
3,0,8879
4,0,9301
5,0,9967
6,0,10120
7,0,10333
8,0,10555
9,0,10745
9,1,11356
9,2,11588
9,3,11777
9,4,11966
9,5,12167
9,6,12410
9,7,13012
9,8,13993
8,8,15558
8,9,15813
8,8,18047
8,7,19126
7,7,19724
6,7,20302
6,8,20702
6,9,21279
5,9,22315
4,9,22469
3,9,23236
2,9,23424
1,9,23602
0,9,23801
0,8,24192
0,7,24413
0,6,24591
0,5,24778
0,4,24969
0,3,25178
0,2,25658
1,2,26425
1,3,26958
1,4,27502
2,4,28035
2,3,28480
3,3,28958
4,3,29669
4,2,30767
5,2,33472
5,1,33959
5,2,34525
6,2,34958
7,2,35526
7,1,36284
8,1,36680
9,1,37148
9,2,37882
9,3,39294
9,2,40796
8,2,41198
7,2,42468
6,2,42865
6,3,44097
5,3,44600
5,4,45132
5,5,45968
4,5,46699
3,5,47088
3,4,47454
3,5,48123
3,6,48543
3,7,49167
3,8,49711
2,8,50121
1,8,50454
1,7,51335
1,6,51777
2,6,52311
2,7,52700
3,7,53279
4,7,53700
4,6,55036
5,6,55480
6,6,56191
6,7,56857
5,7,57446
5,8,57766
5,7,58492
5,6,59244
5,5,59466
5,4,59767
6,4,60280
7,4,60567
8,4,61113
8,5,61591
8,6,62390
8,5,62847
7,5,63268
