x,y,t
0,0,0
1,0,1597
2,0,2094
3,0,2177
4,0,2257
5,0,2340
6,0,2428
7,0,2514
8,0,2594
9,0,2679
9,1,3221
9,2,3720
9,3,3802
9,4,3885
9,5,3968
9,6,4054
9,7,4138
9,8,4219
8,8,4910
8,9,5363
8,8,6759
8,7,7053
7,7,7583
6,7,7869
6,8,8358
6,9,8627
5,9,9076
4,9,16830
3,9,17329
2,9,17408
1,9,17490
0,9,17573
0,8,18026
0,7,18303
0,6,18475
0,5,18665
0,4,18841
0,3,19007
0,2,19180
1,2,19650
1,1,19956
2,1,20362
3,1,20600
3,0,22374
4,0,22769
5,0,23024
5,1,23588
5,2,24874
4,2,25345
4,3,25790
3,3,26132
2,3,26374
1,3,26576
1,4,27031
2,4,27414
3,4,27680
3,5,28180
3,6,28975
2,6,29474
1,6,29761
1,7,30455
1,8,31174
2,8,31708
2,7,32889
3,7,33250
3,8,33749
3,7,34210
4,7,34651
5,7,34928
5,8,35461
5,7,36138
5,6,36374
4,6,36910
4,5,37233
5,5,37659
5,4,38058
5,3,38587
6,3,39000
6,4,39423
6,3,39426
6,2,39906
7,2,40451
7,1,40783
8,1,41125
8,2,41575
9,2,42251
9,3,42760
9,4,43055
8,4,43708
7,4,44032
7,5,44405
8,5,44826
8,6,45327
8,7,46126
7,7,46480
6,7,46730
6,6,47831
