x,y,t
0,0,0
1,0,880
2,0,1075
3,0,1240
4,0,1427
5,0,1594
6,0,1776
7,0,1958
8,0,2162
9,0,4274
9,1,4741
9,2,4905
9,3,5061
9,4,5226
9,5,5406
9,6,5563
9,7,5743
9,8,6361
8,8,6866
8,9,7208
8,8,7772
8,7,7958
8,6,8128
8,5,8309
8,4,8488
9,4,9870
9,3,10367
9,2,10571
8,2,11202
7,2,11942
6,2,12171
5,2,12424
4,2,12673
4,3,13513
5,3,14042
6,3,14391
6,4,15093
7,4,15694
6,4,16111
5,4,16604
5,5,17112
4,5,17685
3,5,18115
3,4,18588
3,3,18985
2,3,19515
1,3,21243
0,3,21440
0,2,22060
1,2,22489
1,1,23155
2,1,24572
3,1,25121
2,1,25632
1,1,25868
1,2,26341
1,3,26554
1,4,26978
0,4,28606
1,4,28883
2,4,29584
3,4,31213
3,5,31799
4,5,32223
5,5,32434
5,4,33685
5,3,33919
5,2,34133
6,2,34691
7,2,34899
7,1,36538
8,1,36896
7,1,38139
7,2,38485
6,2,38934
5,2,39116
4,2,39707
5,2,40233
5,1,40701
5,2,41336
5,3,41502
5,4,41682
5,5,41865
5,6,42020
5,7,42185
5,8,42365
5,9,42541
6,9,43420
6,8,43936
6,7,44167
6,6,44694
6,7,45529
7,7,45816
8,7,46992
8,6,47612
8,5,47817
7,5,48345
8,5,49242
8,6,49618
8,7,49798
7,7,50381
6,7,51374
5,7,51555
4,7,51731
3,7,51898
2,7,52071
1,7,52232
0,7,52416
0,6,53329
0,5,53551
0,6,54134
0,7,54300
0,8,54483
0,9,54663
1,9,55435
2,9,55613
3,9,57062
4,9,57520
3,9,58028
3,8,58644
2,8,59096
1,8,59578
1,7,60029
1,6,60236
2,6,60969
3,6,61197
4,6,61791
