x,y,t
0,0,0
1,0,3916
2,0,4416
3,0,4497
4,0,4580
5,0,4664
6,0,4747
7,0,4830
8,0,4914
9,0,4998
9,1,5448
8,1,6345
7,1,6776
7,2,9549
6,2,9907
5,2,10244
5,1,10630
5,0,11148
4,0,11325
3,0,11548
3,1,11743
2,1,11914
1,1,12096
1,2,12505
0,2,12609
1,2,13331
0,2,13728
0,3,13950
1,3,14159
2,3,14340
3,3,14520
4,3,14694
4,2,15111
5,2,15641
6,2,16144
7,2,16225
8,2,16309
9,2,16392
9,3,16820
9,4,17286
8,4,17403
7,4,17963
6,4,18129
6,3,18379
5,3,18647
5,4,19041
5,5,19937
4,5,20031
3,5,20448
3,4,20661
2,4,20980
1,4,21146
0,4,21312
0,5,21671
0,6,22711
1,6,22878
2,6,23068
3,6,23235
4,6,23395
5,6,23555
6,6,23709
6,7,24557
7,7,24689
8,7,24909
8,6,25226
8,5,26021
7,5,26193
8,5,26500
9,5,26660
9,6,27111
9,7,27286
8,7,28011
7,7,28511
6,7,28592
5,7,28675
4,7,28759
3,7,28842
2,7,28925
1,7,29010
0,7,29096
0,8,29461
1,8,29661
2,8,30164
3,8,30246
3,7,32003
4,7,32159
5,7,32379
5,8,33334
6,8,33925
6,7,34539
7,7,34688
8,7,34885
9,7,35055
9,8,35234
8,8,35978
8,9,36154
8,8,36414
8,7,36714
7,7,36952
6,7,37134
6,8,37503
6,9,37689
5,9,37822
4,9,38323
3,9,38403
2,9,38489
1,9,38572
0,9,38655
