x,y,value,pct
1,0,1661,4.9
2,0,55,0.2
3,0,4019,11.9
4,0,21,0.1
0,1,13694,40.5
1,1,50,0.1
2,1,2459,7.3
4,1,367,1.1
2,2,30,0.1
3,2,5209,15.4
5,2,1060,3.1
1,3,469,1.4
2,3,185,0.5
4,3,35,0.1
5,3,1017,3
1,4,8,0
2,4,890,2.6
3,4,1384,4.1
4,4,44,0.1
1,5,558,1.6
2,5,166,0.5
3,5,99,0.3
4,5,340,1
