x,y,value,pct
0,0,2553,6.9
1,0,1188,3.2
2,0,692,1.9
3,0,567,1.5
4,0,1324,3.6
5,0,446,1.2
0,1,2102,5.7
1,1,1954,5.3
2,1,1003,2.7
3,1,1038,2.8
4,1,2972,8
5,1,2408,6.5
0,2,908,2.5
1,2,587,1.6
4,2,449,1.2
5,2,819,2.2
0,3,618,1.7
1,3,983,2.7
4,3,387,1
5,3,717,1.9
0,4,1977,5.3
1,4,2296,6.2
2,4,595,1.6
3,4,783,2.1
4,4,2666,7.2
5,4,1783,4.8
0,5,259,0.7
1,5,2081,5.6
2,5,628,1.7
3,5,723,2
4,5,1744,4.7
5,5,318,0.9
