x,y,value,pct
0,0,906,3.4
1,0,762,2.9
2,0,2945,11.1
3,0,751,2.8
4,0,1069,4
0,1,102,0.4
1,1,4959,18.7
2,1,5923,22.4
4,1,986,3.7
2,2,19001,71.7
3,2,767,2.9
4,2,9820,37.1
5,2,382,1.4
1,3,181,0.7
2,3,5370,20.3
4,3,3422,12.9
5,3,311,1.2
1,4,2048,7.7
2,4,4847,18.3
3,4,527,2
4,4,4106,15.5
1,5,246,0.9
2,5,1183,4.5
3,5,1183,4.5
4,5,317,1.2
