x,y,value,pct
5,0,432,1.4
6,0,151,0.5
4,1,576,1.9
5,1,478,1.5
6,1,362,1.2
2,2,294,0.9
3,2,54,0.2
4,2,10,0
5,2,611,2
6,2,43,0.1
7,2,575,1.9
0,3,317,1
3,3,6,0
4,3,1337,4.3
5,3,113,0.4
6,3,452,1.5
7,3,502,1.6
0,4,35,0.1
1,4,2596,8.4
3,4,1552,5
4,4,37,0.1
5,4,70,0.2
6,4,2439,7.9
7,4,318,1
0,5,126,0.4
1,5,114,0.4
5,5,2769,8.9
6,5,19,0.1
7,5,52,0.2
0,6,41,0.1
1,6,364,1.2
2,6,183,0.6
4,6,9432,30.5
6,6,503,1.6
7,6,542,1.8
0,7,1242,4
1,7,4,0
2,7,605,2
3,7,313,1
6,7,774,2.5
7,7,511,1.7
