x,y,value,pct
1,0,263,0.7
2,0,105,0.3
3,0,199,0.5
4,0,26,0.1
5,0,704,1.9
0,1,1037,2.8
1,1,80,0.2
2,1,2844,7.7
3,1,304,0.8
4,1,267,0.7
5,1,23,0.1
0,2,108,0.3
1,2,17572,47.5
4,2,661,1.8
5,2,1479,4
0,3,384,1
1,3,293,0.8
4,3,2426,6.6
5,3,445,1.2
0,4,25,0.1
1,4,855,2.3
2,4,676,1.8
3,4,583,1.6
4,4,119,0.3
5,4,139,0.4
0,5,3909,10.6
1,5,24,0.1
2,5,635,1.7
3,5,131,0.4
4,5,297,0.8
5,5,410,1.1
