x,y,t
0,0,0
0,1,46324
0,2,49991
0,3,50208
0,4,50389
0,5,50642
0,6,50976
0,7,51476
0,8,51710
0,9,51926
0,10,52177
0,11,53528
1,11,55480
2,11,59582
3,11,60032
3,10,60880
2,10,61642
2,9,64052
3,9,65319
3,8,69690
4,8,72057
4,9,73475
5,9,74617
6,9,75075
6,10,75993
6,11,76293
7,11,77135
8,11,77322
9,11,77507
10,11,77743
11,11,78027
11,10,85366
10,10,86332
9,10,86564
8,10,86794
7,10,87283
7,9,88083
8,9,89334
9,9,89548
10,9,89768
11,9,90701
11,8,91986
10,8,93102
9,8,94229
8,8,94690
7,8,94921
7,7,95802
8,7,98627
9,7,98841
10,7,99057
11,7,99408
11,6,100708
10,6,101609
9,6,101890
8,6,102160
7,6,102743
6,6,103410
6,7,104388
6,8,104828
5,8,105728
5,7,106996
4,7,107946
4,6,117870
3,6,119537
2,6,119787
1,6,120321
1,7,121271
1,6,122287
1,5,122518
1,4,125191
1,3,125474
1,2,125707
1,1,126008
1,0,126325
1,1,127241
1,2,128311
2,2,128760
2,3,129593
2,4,129810
2,5,130028
3,5,131461
4,5,131659
5,5,131912
5,6,132479
5,5,133046
6,5,158095
7,5,158362
8,5,158596
9,5,158812
10,5,159046
11,5,159597
10,5,160280
9,5,160477
8,5,160747
8,4,162265
7,4,163699
6,4,164582
5,4,164852
4,4,165130
3,4,165655
4,4,166328
4,3,166801
5,3,169384
6,3,169686
7,3,169937
8,3,171054
8,2,175091
9,2,176115
10,2,176476
10,3,177610
11,3,178110
11,2,179094
11,1,179912
11,0,181747
10,0,182346
10,1,183162
9,1,183847
9,0,184775
10,0,185864
9,0,187266
8,0,187733
8,1,188817
7,1,193086
7,2,193554
6,2,194085
7,2,195389
7,1,195869
7,0,196372
6,0,197505
5,0,199558
5,1,200075
4,1,200825
3,1,201092
