x,y,t
0,0,0
0,1,1550
0,2,1763
0,3,1867
0,4,2023
0,5,2180
0,6,2363
0,7,2531
0,8,2709
0,9,2876
0,10,3046
0,11,3191
1,11,4170
2,11,4665
3,11,5159
3,10,5757
2,10,6246
2,9,6885
3,9,7666
4,9,8055
5,9,8475
6,9,9135
6,10,9759
6,11,10171
7,11,10632
8,11,10844
9,11,11049
10,11,11240
11,11,11435
11,10,12094
10,10,12741
9,10,12936
8,10,13109
7,10,13293
7,9,13912
8,9,14454
9,9,14657
10,9,14832
11,9,15014
11,8,15708
10,8,16686
9,8,16926
8,8,17148
7,8,17318
6,8,17509
5,8,17677
4,8,17843
3,8,18304
4,8,18948
4,7,19554
5,7,20448
6,7,20682
7,7,20822
8,7,21020
9,7,21228
10,7,21404
11,7,21550
11,6,22283
10,6,23773
9,6,23948
8,6,24116
7,6,24288
6,6,24446
5,6,24614
4,6,25182
3,6,34150
2,6,34447
1,6,35010
1,7,35556
1,6,36125
1,5,36432
1,4,36627
1,3,36836
1,2,37045
1,1,37752
1,0,38196
1,1,39071
1,2,39300
2,2,39854
2,3,41064
2,4,41323
2,5,41863
3,5,42858
4,5,43167
5,5,43764
6,5,43981
7,5,44169
8,5,44370
9,5,44573
10,5,44970
11,5,45310
10,5,46000
9,5,46205
8,5,47076
8,4,48028
8,3,48514
8,2,50146
9,2,50894
10,2,51470
10,3,52082
11,3,52450
11,2,53132
11,1,53438
11,0,53863
10,0,55109
10,1,55793
9,1,57111
9,0,58020
8,0,61679
8,1,63570
7,1,64261
7,2,65047
7,3,65346
7,4,65653
6,4,66252
5,4,66580
4,4,66929
3,4,67472
4,4,68196
4,3,68531
5,3,69062
6,3,69445
6,2,70099
7,2,72085
7,1,72924
7,0,73395
6,0,73928
5,0,74276
5,1,75045
4,1,75398
3,1,75568
