x,y,t
0,0,0
1,0,23624
1,1,24215
0,1,24812
0,2,25524
0,3,28371
0,4,28566
0,5,28740
0,6,28877
0,7,29041
0,8,29186
0,9,29350
0,10,29517
0,11,29650
1,11,31679
2,11,36198
3,11,37055
3,10,37731
2,10,37943
2,9,38938
3,9,40605
3,8,41407
4,8,42958
4,7,44974
4,6,47327
3,6,48451
2,6,49557
1,6,50786
1,7,52060
1,6,53090
1,5,54076
2,5,58960
2,4,60217
1,4,63057
1,3,64258
1,2,65501
2,2,67071
2,3,68976
2,4,69884
3,4,71555
3,5,72746
4,5,73156
4,4,73819
4,3,75470
5,3,80409
5,4,81548
5,5,81791
5,6,81973
5,7,82137
5,8,82292
5,9,82458
4,9,84185
5,9,84755
6,9,85718
6,10,88904
6,11,89948
7,11,91323
7,10,92098
7,9,92672
8,9,94224
9,9,95287
10,9,96538
11,9,98044
11,10,99504
10,10,101100
10,11,101643
11,11,103149
10,11,103642
9,11,104272
9,10,104870
8,10,105392
8,11,105955
8,10,106743
8,9,107517
8,8,109218
7,8,110241
6,8,110493
6,7,111965
7,7,113205
8,7,113823
9,7,114036
10,7,114201
11,7,116040
11,8,117490
10,8,118430
9,8,120047
9,7,121320
9,6,121662
10,6,123127
11,6,123495
11,5,125093
10,5,126342
9,5,126740
8,5,127054
7,5,128912
6,5,129954
6,6,130685
7,6,131635
8,6,132576
8,5,134030
8,4,134991
7,4,136232
6,4,137561
6,3,139001
6,2,140408
7,2,141946
7,3,143453
8,3,143972
8,2,145790
9,2,148270
10,2,150308
10,3,151127
11,3,152966
11,2,154071
11,1,154294
11,0,154461
10,0,157285
10,1,158200
9,1,158617
9,0,159193
8,0,159668
8,1,160211
7,1,160788
7,0,161242
6,0,161740
5,0,162249
5,1,162726
4,1,163091
3,1,163523
