x,y,t
0,0,0
0,1,7487
0,2,9434
0,3,10074
0,4,10891
0,5,11642
0,6,12307
0,7,12962
0,8,13674
0,9,14292
0,10,14944
0,11,15575
1,11,16705
2,11,17459
3,11,18979
3,10,19777
2,10,20880
2,9,21729
3,9,23130
3,8,24394
4,8,25494
5,8,26802
4,8,28564
4,7,29615
4,6,32377
3,6,33807
2,6,34681
1,6,35765
1,7,36631
1,6,37515
1,5,38382
1,4,39350
1,3,40862
1,2,41750
1,1,42567
1,0,43401
1,1,44802
1,2,45734
2,2,46883
2,3,48262
2,4,48987
2,5,49785
3,5,51438
3,4,55157
4,4,58146
4,3,59555
5,3,60691
5,4,62389
5,5,63373
4,5,64273
4,6,65174
5,6,65940
5,7,66691
5,8,67591
4,8,68859
4,9,71005
5,9,72162
6,9,76893
6,10,78791
6,11,80141
7,11,80961
8,11,81761
9,11,82546
10,11,83347
11,11,84029
11,10,86577
11,9,87297
11,8,88013
11,7,88666
11,6,89533
11,5,90198
10,5,91465
10,6,92999
10,7,93582
10,8,94233
10,9,95133
10,10,95970
9,10,97001
9,9,97950
9,8,98816
9,7,99667
9,6,100534
9,5,101434
8,5,102650
8,6,103688
8,7,104552
8,8,105319
8,9,106219
8,10,107056
7,10,107720
7,9,108653
7,8,109553
6,8,111165
6,7,112086
7,7,113071
7,6,114338
6,6,115456
6,5,116339
7,5,117306
7,4,118589
6,4,119874
6,3,120707
6,2,121691
7,2,122892
7,3,124141
8,3,126560
8,4,127525
8,3,128427
8,2,129014
9,2,131543
10,2,132378
11,2,133160
11,3,134321
10,3,135111
10,2,136654
10,1,141078
11,1,141397
11,0,142864
10,0,144180
9,0,145919
9,1,146731
8,1,147982
7,1,150744
7,0,151767
8,0,153034
7,0,155235
6,0,156067
5,0,157001
5,1,157835
4,1,159819
3,1,160886
