x,y,t
0,0,0
1,0,137513
1,1,139468
0,1,142761
0,2,143116
1,2,143587
2,2,143893
2,3,144222
1,3,145484
0,3,145920
0,4,151394
1,4,151886
2,4,152253
2,5,152667
1,5,154124
0,5,155108
0,6,158293
1,6,158690
1,7,159632
0,7,160386
0,8,161822
0,9,162135
0,10,162402
0,11,162626
1,11,163016
2,11,163341
3,11,163818
3,10,164155
2,10,164477
2,9,164765
3,9,165099
3,8,165416
4,8,170791
4,9,171184
5,9,171667
6,9,172721
6,10,173029
6,11,173357
7,11,173831
7,10,174518
7,9,174814
8,9,175168
8,10,175597
8,11,175869
9,11,176275
9,10,177045
9,9,177314
10,9,177747
10,10,178148
10,11,178394
11,11,178694
11,10,179037
11,9,179308
11,8,179906
11,7,181695
11,6,181985
11,5,182264
10,5,182860
10,6,183157
10,7,183420
10,8,183706
9,8,184215
9,7,184538
9,6,184878
9,5,185156
8,5,185927
8,6,186730
8,7,186990
8,8,187306
7,8,191983
7,7,192385
7,6,192674
7,5,193160
6,5,193401
6,6,193775
6,7,194062
6,8,194500
5,8,194972
5,7,195470
4,7,196381
4,6,200319
3,6,200585
2,6,201392
3,6,201849
3,5,201998
4,5,202761
5,5,203918
5,6,204497
5,5,206430
5,4,216722
4,4,216947
3,4,217427
4,4,218116
4,3,218280
5,3,218767
6,3,219141
6,4,219488
7,4,219740
8,4,220268
8,3,220555
7,3,221018
7,2,227678
6,2,227808
7,2,228277
8,2,228776
9,2,229258
10,2,229733
10,3,230071
11,3,230322
11,2,230837
11,1,231154
11,0,231507
10,0,231949
10,1,232235
9,1,232557
9,0,232862
8,0,233234
8,1,233566
7,1,233864
7,0,234176
6,0,234571
5,0,235070
5,1,235449
4,1,235807
3,1,236168
