x,y,t
0,0,0
1,0,2916
1,1,3308
0,1,3739
0,2,4177
1,2,4799
2,2,5144
2,3,5644
1,3,6004
0,3,6307
0,4,6910
1,4,12027
2,4,12564
2,5,14905
1,5,15434
0,5,15858
0,6,16285
1,6,16766
1,7,17203
0,7,17620
0,8,18094
0,9,18329
0,10,18513
0,11,18716
1,11,19205
2,11,19415
3,11,21158
3,10,21514
2,10,21899
2,9,22305
3,9,22704
3,8,23105
4,8,23715
4,9,24187
5,9,24701
6,9,29986
6,10,30940
6,11,31561
7,11,31941
8,11,33753
9,11,33962
10,11,34144
11,11,34331
11,10,35019
10,10,35265
9,10,35456
8,10,35659
7,10,35844
7,9,36548
8,9,37860
9,9,38069
10,9,38263
11,9,38448
11,8,39394
10,8,39873
9,8,40082
8,8,40302
7,8,40495
6,8,40706
5,8,41204
5,7,41978
4,7,42311
4,6,42781
3,6,43160
2,6,43829
3,6,44262
3,5,44699
3,4,45120
4,4,45840
4,3,46575
5,3,47440
5,4,47904
5,5,48394
4,5,48908
5,5,49539
5,6,49935
6,6,50468
6,7,50936
7,7,51353
8,7,51571
9,7,51773
10,7,51967
11,7,52186
11,6,52936
10,6,53280
9,6,53517
8,6,53693
7,6,53912
7,5,57336
8,5,58550
9,5,59917
10,5,60330
11,5,60761
10,5,61927
9,5,62108
8,5,62301
7,5,62477
6,5,62680
6,4,63162
7,4,63999
8,4,64254
8,3,65087
7,3,65528
6,3,65909
6,2,66407
7,2,67578
8,2,67970
9,2,68427
10,2,69030
10,3,69486
11,3,69810
11,2,70283
11,1,70480
11,0,71409
10,0,71776
10,1,72117
9,1,72446
9,0,72869
8,0,73255
8,1,73689
7,1,74090
7,0,74495
6,0,74790
5,0,75086
5,1,75517
4,1,75864
3,1,76098
