x,y,t
0,0,0
0,1,6459
0,2,6956
0,3,6993
0,4,7024
0,5,7060
0,6,7093
0,7,7128
0,8,7161
0,9,7192
0,10,7228
0,11,7248
1,11,7952
2,11,8344
3,11,9856
3,10,10456
3,9,11032
4,9,11448
5,9,11984
6,9,12576
6,10,12967
6,11,13216
7,11,13656
8,11,14157
9,11,14193
10,11,14225
11,11,14245
11,10,14711
11,9,15223
11,8,15244
11,7,15278
11,6,15325
11,5,15344
10,5,16008
9,5,16296
8,5,16563
8,4,16936
8,3,17288
8,2,17696
9,2,18327
10,2,18800
10,3,19272
11,3,19600
11,2,20072
11,1,20304
11,0,20512
10,0,21247
9,0,21920
8,0,22145
7,0,22384
6,0,22632
5,0,23120
5,1,23768
4,1,24104
3,1,24448
4,1,25112
5,1,25464
5,0,25872
6,0,26240
7,0,26699
7,1,27696
8,1,30592
9,1,30920
10,1,31223
10,2,31624
9,2,32000
8,2,32255
7,2,32528
7,3,34320
7,4,34592
7,5,34816
7,6,35032
7,7,35215
7,8,35448
7,9,35664
7,10,35903
8,10,36312
9,10,36575
10,10,36843
10,9,37392
10,8,37632
10,7,37848
10,6,38071
9,6,38495
8,6,38775
8,7,39416
8,8,39680
8,9,39920
9,9,40288
9,8,40784
9,7,41008
8,7,45952
7,7,46464
7,8,46899
6,8,47200
6,7,47672
6,6,47879
6,5,48072
6,4,48288
6,3,48504
6,2,48807
6,3,49376
5,3,49688
4,3,50072
4,4,53336
5,4,53744
5,5,54112
4,5,54440
4,6,54888
5,6,55280
5,7,56367
4,7,56695
5,7,58947
5,8,59328
4,8,59711
3,8,60152
3,9,60631
2,9,61015
2,10,62328
2,9,64439
3,9,65831
3,8,66112
4,8,66679
4,7,67007
4,6,68664
3,6,69129
3,5,69511
3,4,69760
2,4,71352
2,5,72439
2,6,72872
1,6,73576
1,7,74016
1,6,74520
1,5,74832
1,4,75104
1,3,75480
2,3,75832
2,2,76223
1,2,76695
1,1,77151
1,0,77375
