x,y,t
0,0,0
1,0,1106
1,1,1387
0,1,1605
0,2,2492
1,2,2829
1,3,3129
0,3,3388
0,4,3659
0,5,6405
0,6,6625
1,6,7054
1,7,7291
0,7,7533
0,8,8512
0,9,8739
0,10,8962
0,11,9319
1,11,9692
2,11,10036
3,11,10390
3,10,10720
2,10,10936
2,9,11164
3,9,11425
3,8,12312
4,8,19044
4,9,19220
5,9,19425
6,9,19666
6,10,20003
6,11,20196
7,11,20424
8,11,20610
9,11,20776
10,11,20940
11,11,21116
11,10,23325
10,10,23930
9,10,24100
8,10,24280
7,10,24491
7,9,24865
8,9,25170
9,9,25359
10,9,25568
11,9,25843
11,8,26531
11,7,26758
11,6,27025
11,5,27313
10,5,27992
9,5,28377
9,6,28736
10,6,29029
10,7,29587
10,8,29983
9,8,30283
9,7,30541
8,7,30929
8,8,31324
7,8,32760
6,8,33332
5,8,33815
5,7,41476
4,7,42021
4,6,42360
5,6,42664
6,6,42996
6,7,43280
7,7,43521
7,6,43760
8,6,44038
8,5,44854
8,4,45375
8,3,45815
8,2,46149
9,2,46540
10,2,46891
10,3,47177
11,3,47413
11,2,47657
11,1,47977
11,0,48299
10,0,48738
10,1,49003
9,1,49208
9,0,49383
9,1,60336
9,2,60821
8,2,61205
8,3,63414
8,4,65087
8,5,65461
7,5,65765
6,5,65993
5,5,66228
4,5,66456
3,5,66684
3,6,66942
2,6,67195
2,5,67416
1,5,67696
1,4,67976
2,4,68291
2,3,68496
2,2,68726
2,3,69035
2,4,69276
3,4,69444
4,4,69675
4,3,70038
5,3,70258
5,4,70523
6,4,70787
7,4,71263
7,3,71533
6,3,71859
6,2,72103
7,2,72392
7,1,72642
8,1,72892
8,0,73159
7,0,73447
6,0,73697
5,0,73950
5,1,74181
4,1,74402
3,1,74596
