x,y,t
0,0,0
0,1,1852
0,2,2126
0,3,2301
0,4,2484
0,5,2734
0,6,2889
0,7,3055
0,8,3353
0,9,3486
0,10,3809
0,11,4604
1,11,5271
2,11,5453
3,11,5700
3,10,6604
2,10,7172
2,9,8705
3,9,9272
3,8,10106
4,8,11806
4,9,12739
4,8,13339
4,7,13583
4,6,13834
4,5,14018
4,4,14173
4,3,14622
5,3,15723
5,4,16322
5,5,16560
5,6,16806
5,7,16971
5,8,17143
5,9,17431
6,9,18740
6,8,19875
6,7,20092
6,6,20413
6,5,20551
6,4,20919
6,3,21074
6,2,21148
7,2,22442
7,3,24042
7,4,24300
7,5,24467
7,6,24742
7,7,24900
7,8,25324
7,9,25745
7,10,25812
6,10,26910
6,11,27349
7,11,28026
8,11,28807
9,11,30661
10,11,30876
11,11,31118
11,10,32060
10,10,33312
9,10,33522
8,10,33700
8,9,34695
9,9,35193
10,9,35449
11,9,35638
11,8,36645
10,8,37512
9,8,37725
8,8,37904
8,7,39047
9,7,41681
10,7,42514
11,7,42521
11,6,45682
11,5,45886
10,5,47966
10,6,48546
9,6,49416
9,5,50131
8,5,51199
8,6,52291
8,5,53333
8,4,54517
8,3,54879
8,2,55047
9,2,56184
10,2,56444
10,3,57951
11,3,58497
11,2,59436
11,1,59953
11,0,60398
10,0,61402
10,1,62032
9,1,63019
9,0,63836
8,0,65020
8,1,65717
7,1,66736
7,0,67368
6,0,68152
5,0,68443
5,1,69621
4,1,70353
3,1,71137
4,1,75157
5,1,75471
5,0,76656
6,0,77889
7,0,78096
8,0,78430
8,1,79824
8,2,80046
8,3,80872
7,3,81641
6,3,81908
5,3,82303
5,4,84090
4,4,84633
3,4,85391
3,5,86391
3,6,86661
2,6,87624
1,6,88508
1,7,89676
1,6,90507
1,5,91074
2,5,92226
2,4,94311
1,4,95177
1,3,97178
2,3,97912
2,2,98869
1,2,99813
1,1,101180
1,0,101474
