x,y,t
0,0,0
1,0,1335
2,0,1484
3,0,1669
4,0,1800
5,0,1984
6,0,3536
6,1,4319
5,1,4737
4,1,5435
4,2,8136
3,2,8521
2,2,9053
2,3,9386
1,3,10171
0,3,10654
0,4,11087
1,4,11337
1,5,11707
0,5,13255
0,6,13654
1,6,14022
2,6,14224
3,6,14389
4,6,14555
3,6,16339
3,7,16788
2,7,17105
1,7,17273
0,7,17422
0,6,17821
0,5,17988
0,4,18172
0,3,18622
1,3,18971
2,3,19206
3,3,19354
3,2,19689
4,2,20905
5,2,21091
6,2,22309
7,2,22489
7,3,22989
7,4,23972
7,5,24373
7,6,24540
7,7,24688
6,7,25157
6,6,25472
6,5,25923
6,4,26240
6,3,26440
5,3,26773
5,4,27306
5,3,28421
4,3,28839
4,4,29221
3,4,29507
4,4,29939
5,4,30905
5,5,31222
