x,y,t
0,0,0
1,0,1580
2,0,1813
3,0,2013
4,0,2244
5,0,2811
6,0,3411
6,1,6122
6,2,7869
6,3,8351
6,4,8785
6,5,9233
6,6,9700
6,7,12578
7,7,14543
7,6,15290
7,5,15757
7,4,16788
7,3,17339
7,2,17870
6,2,19168
5,2,19881
4,2,20432
3,2,20949
4,2,22995
4,1,24011
5,1,25055
5,2,26225
5,3,26707
5,4,27206
5,5,27755
5,4,28852
4,4,30750
4,3,32148
3,3,33197
2,3,33629
1,3,33995
2,3,35094
2,2,35958
2,3,37773
1,3,38671
0,3,39170
0,4,40203
0,5,40435
0,6,40668
0,7,40851
1,7,41750
1,6,43530
1,5,43764
1,4,44278
1,5,45712
1,6,46659
2,6,47675
3,6,48174
4,6,48689
3,6,49288
3,7,50203
2,7,51668
1,7,52966
1,6,54046
1,5,54261
1,4,54529
1,3,55114
2,3,55811
3,3,58260
3,4,59141
