x,y,t
0,0,0
1,0,1456
2,0,1980
3,0,2013
4,0,2048
5,0,2082
6,0,2123
6,1,3524
6,2,4051
6,3,4088
6,4,4120
6,5,4158
6,6,4188
6,7,4220
7,7,4968
7,6,6088
7,5,6615
7,4,6650
7,3,6682
7,2,6715
6,2,7724
5,2,8250
4,2,8284
3,2,8318
2,2,8351
3,2,9424
4,2,9662
4,1,10820
5,1,11227
5,2,11865
5,3,12391
5,4,12423
5,5,12457
5,4,13550
4,4,14711
3,4,15240
3,3,16482
4,3,16878
3,3,17751
2,3,18279
1,3,18314
0,3,18349
0,4,19170
0,5,19695
0,6,19729
0,7,19762
1,7,20228
2,7,20758
3,7,20790
3,6,21924
4,6,22148
3,6,23025
2,6,23552
1,6,23585
1,5,24505
1,4,24728
