x,y,t
0,0,0
1,0,1308
2,0,1482
3,0,1649
4,0,1804
5,0,1962
6,0,2233
6,1,2690
5,1,2987
4,1,3166
4,2,5870
3,2,6561
2,2,6706
3,2,6920
4,2,7123
5,2,7298
6,2,7461
7,2,7617
7,3,8059
7,4,8211
7,5,8357
7,6,8520
7,7,8678
6,7,9143
6,6,9449
6,5,9592
6,4,9753
6,3,9903
5,3,10333
5,4,10647
5,5,11152
5,4,12660
4,4,13091
4,3,13376
3,3,13709
3,4,14083
3,3,14658
2,3,15108
1,3,15982
0,3,16183
0,4,16505
1,4,16832
1,5,17462
0,5,17691
0,6,18121
1,6,18491
2,6,18645
3,6,18823
4,6,19957
3,6,20229
3,7,20429
2,7,20606
1,7,20779
0,7,20930
