x,y,t
0,0,0
1,0,4303
2,0,4786
3,0,7154
4,0,7687
5,0,8170
6,0,8658
6,1,13338
6,2,14488
7,2,15472
7,3,16672
7,4,16872
7,5,17037
7,6,17219
7,7,18589
6,7,20025
7,7,24173
6,7,25374
6,6,26137
6,5,26540
6,4,26741
6,3,28625
6,2,30206
6,1,31625
5,1,33109
5,2,34224
5,3,34642
5,4,35044
5,5,38710
5,4,40093
4,4,40993
4,3,45111
4,2,45613
4,1,47194
4,2,48628
3,2,52779
2,2,53312
3,2,54446
3,3,55496
2,3,57282
1,3,57830
0,3,58346
0,4,59263
0,5,60447
0,6,60680
0,7,60897
1,7,62081
2,7,62731
3,7,63281
3,6,66181
4,6,67982
3,6,69016
2,6,69515
1,6,70128
1,5,70949
1,4,75132
1,3,78350
2,3,79215
3,3,79734
3,4,80734
