x,y,t
0,0,0
1,0,932
2,0,1082
3,0,1227
4,0,1387
5,0,1876
6,0,2481
6,1,8845
6,2,8906
7,2,10176
7,3,12081
7,4,18384
7,5,19077
7,6,20401
7,7,21464
6,7,22562
6,6,23600
6,5,25098
6,4,25306
6,3,25872
5,3,29845
5,2,30709
5,1,31701
4,1,32518
4,2,35174
3,2,36949
2,2,37326
2,3,46035
1,3,46810
0,3,47040
0,4,48724
0,5,48899
0,6,49089
0,7,50721
1,7,52101
2,7,52292
3,7,52485
3,6,54063
4,6,54821
3,6,55394
2,6,55586
1,6,55776
1,5,56790
1,4,56992
1,3,59297
2,3,60249
3,3,60521
4,3,60901
5,3,61653
5,4,62335
4,4,63205
3,4,63408
4,4,64615
5,4,64800
5,5,66108
