x,y,t
0,0,0
1,0,2424
2,0,2670
3,0,2905
4,0,3171
5,0,3422
6,0,3689
6,1,4674
6,2,6906
7,2,7305
7,3,8355
7,4,8621
7,5,8871
7,6,9137
7,7,9422
6,7,10289
6,6,11238
6,5,12037
6,4,14404
6,3,14684
6,2,16736
6,1,17016
6,0,17300
6,1,18200
5,1,18936
4,1,19467
4,2,21451
4,3,22151
4,4,22666
5,4,23651
5,3,25066
5,2,25380
4,2,26315
3,2,26613
3,3,27815
3,4,28146
3,3,29515
2,3,30531
2,2,31381
2,3,32298
1,3,33712
0,3,34062
0,4,35180
0,5,35446
0,6,35692
0,7,35962
1,7,37145
2,7,37446
3,7,37812
3,6,39627
4,6,40328
3,6,41093
2,6,41310
1,6,41560
0,6,41826
1,6,42609
1,5,42977
1,4,43444
1,3,45777
2,3,52292
3,3,52556
4,3,53356
5,3,53857
5,4,54669
5,5,54968
