x,y,t
0,0,0
1,0,2252
2,0,2870
3,0,3181
4,0,3474
5,0,3835
6,0,4368
6,1,12035
6,2,12702
7,2,13375
7,3,13753
7,4,13953
7,5,14106
7,6,14279
7,7,14468
6,7,15525
6,6,16241
6,5,16412
6,4,16606
6,3,17018
5,3,19066
5,2,19518
5,1,20086
4,1,21309
4,2,22122
4,3,22855
3,3,25230
3,2,26084
2,2,27079
2,3,27686
1,3,28326
0,3,28686
0,4,33384
1,4,34206
1,3,37134
0,3,37677
1,3,38957
2,3,42187
3,3,42588
3,4,43498
4,4,43916
5,4,44182
5,5,45006
5,4,46654
5,3,47081
4,3,47943
3,3,48067
2,3,48227
1,3,48403
0,3,49154
0,4,49671
0,5,49827
0,6,49980
0,7,50148
1,7,51042
1,6,51337
1,5,51473
1,6,52437
1,7,52574
2,7,53398
3,7,53547
3,6,54678
2,6,55296
3,6,55796
4,6,56160
