x,y,t
0,0,0
1,0,6322
2,0,6621
3,0,6838
4,0,7087
5,0,7404
6,0,7721
6,1,8371
5,1,10805
4,1,11155
4,2,13755
5,2,14239
6,2,14588
7,2,14922
7,3,15623
7,4,16622
7,5,16922
7,6,17255
7,7,17589
6,7,18056
6,6,18472
6,5,18872
6,4,19256
6,3,19673
5,3,20973
5,4,24857
5,5,25107
5,4,25807
4,4,26124
4,3,26623
4,4,27974
3,4,28340
3,3,30891
3,2,31224
2,2,31741
2,3,32191
1,3,32642
0,3,33058
0,4,33842
0,5,34291
0,6,38226
0,7,38542
1,7,38942
2,7,41526
3,7,41909
3,6,43093
4,6,43560
3,6,44026
2,6,44376
1,6,44777
1,5,45226
1,4,45610
