x,y,t
0,0,0
1,0,19264
2,0,19712
3,0,20063
4,0,20399
5,0,20735
6,0,21104
6,1,21554
5,1,22161
4,1,22561
4,2,24370
3,2,24913
2,2,25281
2,3,26017
1,3,26544
0,3,26913
0,4,27407
0,5,27775
0,6,28146
0,7,28544
1,7,29072
2,7,29409
3,7,29793
3,6,31617
4,6,32113
3,6,32705
2,6,33137
1,6,33584
1,5,34097
1,4,34543
1,3,36944
2,3,37474
3,3,37922
3,4,38497
4,4,39184
4,3,41474
5,3,44256
5,4,44818
5,5,45218
6,5,45921
6,6,46369
6,7,46738
7,7,47104
7,6,47809
7,5,48144
7,4,48530
6,4,50656
6,3,51169
7,3,51696
7,2,52192
6,2,54049
5,2,54401
