x,y,t
0,0,0
1,0,1761
2,0,2044
3,0,3530
4,0,3796
5,0,4050
6,0,4270
6,1,5537
5,1,7741
4,1,8156
4,2,10562
3,2,11718
2,2,12386
2,3,14223
1,3,15210
0,3,15738
0,4,16587
0,5,16879
0,6,17101
0,7,18202
1,7,19300
1,6,20461
1,5,20795
1,4,21337
1,3,23011
2,3,26152
3,3,26933
4,3,27379
4,2,28226
5,2,29238
6,2,29647
7,2,30173
7,3,31318
7,4,31621
7,5,31852
7,6,32078
7,7,32347
6,7,33710
6,6,34869
6,5,35167
6,4,35366
6,3,35570
5,3,37244
5,4,38438
5,5,38955
5,4,39898
4,4,40991
3,4,41444
3,3,42545
2,3,43559
1,3,43871
1,4,45033
1,5,45348
1,6,46283
2,6,46989
3,6,47291
4,6,48261
3,6,49359
3,7,50362
2,7,51172
