x,y,t
0,0,0
1,0,5321
2,0,5768
3,0,6369
4,0,6870
4,1,7987
4,2,8570
3,2,9287
2,2,9821
2,3,10537
1,3,11087
0,3,11670
0,4,12804
0,5,13503
0,6,14303
0,7,15220
1,7,16121
2,7,16571
3,7,17687
3,6,20204
4,6,20805
3,6,21272
2,6,22354
1,6,23939
1,5,24573
1,4,26922
1,3,30156
2,3,31220
3,3,31722
3,4,34058
4,4,35023
5,4,35904
5,5,36489
6,5,37273
6,6,37906
6,7,38390
7,7,39123
7,6,42907
7,5,43473
7,4,44008
6,4,46158
6,3,50375
7,3,51306
7,2,52241
6,2,55223
6,1,55675
6,0,56675
5,0,57841
5,1,58758
5,2,59608
5,3,60108
4,3,60825
