x,y,t
0,0,0
1,0,1067
2,0,1778
3,0,2309
4,0,4272
4,1,4870
4,2,5353
3,2,5985
2,2,6434
2,3,7032
1,3,7465
0,3,7831
0,4,10958
0,5,11307
0,6,11571
0,7,11905
1,7,12372
2,7,12770
3,7,13187
3,6,13569
4,6,13985
3,6,15248
2,6,15581
1,6,16064
1,5,16446
1,4,16796
1,3,17178
2,3,18505
3,3,18891
3,4,19933
4,4,20288
5,4,20771
5,5,21269
6,5,21835
6,6,22168
6,7,22683
7,7,23116
7,6,23598
7,5,23896
7,4,24280
6,4,24862
6,3,25195
5,3,25610
4,3,25959
4,2,26309
5,2,26691
5,1,27074
5,0,27458
6,0,27754
6,1,28420
6,2,28788
7,2,29103
7,3,29469
