x,y,t
0,0,0
1,0,21055
2,0,22538
3,0,22729
4,0,22872
5,0,23022
6,0,23868
6,1,27046
6,2,27716
7,2,28236
7,3,28719
7,4,29743
7,5,29979
7,6,30123
7,7,30277
6,7,31018
6,6,31436
6,5,32324
5,5,34368
5,4,34780
6,4,35191
6,3,36832
5,3,37225
5,2,37921
5,1,38386
4,1,38777
4,2,39498
4,3,39862
4,4,40214
3,4,40727
3,3,41237
3,2,43048
2,2,43388
2,3,43805
1,3,44995
0,3,45493
0,4,48855
1,4,49454
1,5,49937
0,5,50311
0,6,53556
0,7,55462
1,7,55883
1,6,56243
2,6,56694
2,7,57076
3,7,57587
3,6,57938
4,6,58471
