x,y,t
0,0,0
1,0,6611
2,0,6830
3,0,7106
4,0,7372
4,1,7955
4,2,8570
3,2,9154
2,2,9460
2,3,9877
1,3,10509
0,3,10825
0,4,11175
0,5,11523
0,6,11857
0,7,12356
1,7,12780
2,7,13089
3,7,13447
3,6,13796
4,6,14103
3,6,14513
2,6,14803
1,6,15087
0,6,15353
1,6,16130
1,5,16316
1,4,16491
1,3,16660
2,3,17084
3,3,17448
3,4,17775
4,4,18307
5,4,18740
5,5,19057
6,5,19428
6,6,19755
6,7,20312
7,7,20585
7,6,20944
7,5,21252
7,4,21643
6,4,23462
6,3,23845
7,3,24855
7,2,25178
6,2,25712
6,1,26541
6,0,26821
5,0,27164
5,1,27680
5,2,28013
5,3,28364
4,3,28746
