x,y,t
0,0,0
1,0,1604
2,0,1743
3,0,1910
4,0,2062
5,0,2224
6,0,2391
6,1,3866
6,2,4736
7,2,6707
7,3,7633
7,4,7809
7,5,7979
7,6,8180
7,7,8335
6,7,9154
6,6,9601
6,5,9795
6,4,9962
6,3,10401
5,3,10895
5,4,12250
5,5,12404
5,4,14048
5,3,14542
4,3,14886
4,2,15845
5,2,17088
5,1,17429
4,1,17744
4,2,18174
3,2,18554
2,2,18765
2,3,19953
1,3,20436
0,3,20802
1,3,21737
2,3,21930
3,3,22094
3,4,22711
4,4,23025
5,4,23533
4,4,24821
3,4,24958
3,3,25398
2,3,25831
1,3,26082
0,3,27016
0,4,27510
0,5,27886
0,6,28049
0,7,28203
1,7,29633
2,7,29794
3,7,29972
3,6,31043
4,6,31298
3,6,31637
2,6,31784
1,6,31944
0,6,32099
1,6,32642
1,5,32930
1,4,33198
