x,y,t
0,0,0
1,0,2318
2,0,4082
3,0,4393
4,0,4626
5,0,4792
6,0,5476
6,1,6243
6,2,7777
7,2,8493
7,3,8893
7,4,9377
7,5,9643
7,6,9811
7,7,10043
6,7,10958
6,6,11676
6,5,13494
5,5,14128
5,4,15161
6,4,16278
6,3,17094
5,3,18095
5,2,19045
5,1,19428
4,1,20529
4,2,22744
3,2,23229
2,2,23645
2,3,25179
1,3,25946
0,3,26496
0,4,27163
0,5,27546
0,6,27896
0,7,28296
1,7,28880
2,7,29230
3,7,29630
3,6,30396
4,6,30880
3,6,31565
2,6,32914
1,6,33281
1,5,33960
1,4,34413
1,3,36498
2,3,36898
3,3,37898
4,3,38832
4,4,40114
3,4,40915
