x,y,t
0,0,0
1,0,7524
2,0,7853
3,0,8304
4,0,8655
5,0,8941
6,0,9526
6,1,9971
6,2,12351
7,2,12870
7,3,13937
7,4,14221
7,5,14508
7,6,14815
7,7,15468
6,7,15960
6,6,16593
6,5,16808
6,4,20502
5,4,21039
4,4,21531
3,4,22578
3,3,23024
2,3,23837
1,3,24306
1,4,25100
1,5,26998
1,6,29653
2,6,31736
3,6,32252
4,6,33159
3,6,33373
3,7,34096
2,7,34520
1,7,34782
0,7,35022
0,6,35468
0,5,35729
0,4,35994
0,3,36277
1,3,37047
2,3,37331
3,3,37848
4,3,38431
5,3,39411
5,4,39992
5,5,40323
5,4,41301
5,3,41562
5,2,41823
6,2,42502
6,3,42946
6,2,43348
6,1,43585
5,1,44168
4,1,44616
4,2,44992
3,2,45370
2,2,45608
