x,y,t
0,0,0
1,0,13471
2,0,13642
3,0,13792
4,0,13958
5,0,14132
6,0,14310
6,1,15385
6,2,15612
6,3,15826
6,4,16061
6,5,16284
6,6,16510
6,7,17078
7,7,18100
7,6,18908
7,5,19134
7,4,19341
7,3,19575
7,2,19833
6,2,20968
5,2,21741
5,1,22436
4,1,22901
4,2,23742
3,2,24824
2,2,25118
2,3,27241
1,3,29701
0,3,29959
0,4,30740
0,5,31007
0,6,31316
0,7,31682
1,7,32257
2,7,32599
3,7,33032
3,6,34232
4,6,35062
3,6,35789
2,6,36116
1,6,36623
1,5,37107
1,4,37588
1,3,38330
2,3,38695
3,3,39079
4,3,39405
5,3,41172
5,4,42114
5,5,42646
5,4,43731
4,4,44188
3,4,44355
