x,y,t
0,0,0
1,0,1528
2,0,1734
3,0,1877
4,0,2037
5,0,2198
6,0,2594
6,1,2887
6,2,3208
7,2,3504
7,3,4176
7,4,4363
7,5,4558
7,6,4734
7,7,4943
6,7,5336
6,6,7768
6,5,9024
5,5,10792
5,4,11360
4,4,12223
3,4,12599
3,3,19376
4,3,20113
5,3,20416
6,3,20839
6,4,21175
6,3,21584
6,2,21855
6,1,22280
5,1,22854
4,1,23671
5,1,24456
5,2,24687
4,2,25026
3,2,25408
2,2,25784
2,3,26152
1,3,26463
0,3,26824
0,4,27217
0,5,27543
0,6,27783
0,7,28052
1,7,28418
2,7,28671
3,7,28886
3,6,29656
4,6,29975
3,6,30271
2,6,30529
1,6,30812
1,5,31232
1,4,31520
