x,y,t
0,0,0
1,0,2420
2,0,2734
3,0,2958
4,0,3165
5,0,3566
5,1,3886
4,1,4253
3,1,4502
2,1,4724
1,1,4899
0,1,5124
0,2,5643
1,2,6023
1,3,7159
0,3,7566
0,4,8340
1,4,13463
2,4,13694
3,4,13917
4,4,14380
4,3,14711
4,2,15119
5,2,15454
5,3,15830
5,4,16110
5,5,16316
4,5,16677
3,5,16891
2,5,17083
1,5,17275
0,5,17474
