x,y,t
0,0,0
1,0,972
2,0,1433
3,0,2086
4,0,2316
5,0,2601
5,1,2899
5,2,3096
5,3,3295
5,4,3482
5,5,3694
4,5,3970
3,5,4200
2,5,4431
1,5,4723
0,5,4946
0,4,5218
0,3,5460
0,2,5702
0,1,5966
1,1,6245
2,1,6528
3,1,6800
4,1,7088
4,2,7372
4,3,7678
4,4,7950
3,4,8250
2,4,8536
1,4,8836
1,3,9152
1,2,9502
