x,y,t
0,0,0
1,0,1254
2,0,3401
3,0,3836
4,0,5136
5,0,7318
5,1,8255
5,2,8907
5,3,9373
5,4,9738
4,4,13827
4,3,14761
4,2,15093
4,1,15395
3,1,16343
2,1,16678
1,1,17144
0,1,19447
0,2,21434
0,3,21763
0,4,22082
0,5,22433
1,5,25053
2,5,25400
3,5,25783
3,4,28287
2,4,29272
1,4,29756
1,3,30289
1,2,31405
1,3,32341
1,4,32691
1,5,33091
2,5,34458
3,5,34641
4,5,34842
5,5,35092
