x,y,t
0,0,0
0,1,23378
1,1,24130
1,0,24554
2,0,25211
2,1,25651
3,1,26225
3,0,26665
4,0,31640
5,0,32067
5,1,33019
4,1,33717
4,2,34423
5,2,34938
5,3,35610
4,3,48638
4,4,49334
3,4,49855
2,4,50273
1,4,50648
1,3,51376
1,2,51758
0,2,52492
0,3,53094
0,4,53390
0,5,53661
1,5,54159
2,5,54456
3,5,54731
4,5,55006
5,5,55334
5,4,55864
