x,y,t
0,0,0
1,0,1929
2,0,2777
3,0,3293
4,0,3774
5,0,4189
5,1,7153
4,1,8950
3,1,9117
2,1,9317
1,1,9516
0,1,9929
0,2,11629
1,2,12229
1,3,13526
0,3,13940
0,4,14678
1,4,17105
2,4,17354
3,4,17574
4,4,18003
4,3,18467
4,2,18703
5,2,19718
5,3,20151
5,4,20417
5,5,20633
4,5,21047
3,5,21232
2,5,21400
1,5,21582
0,5,21965
