x,y,t
0,0,0
0,1,2772
0,2,4366
0,3,4809
0,4,6059
0,5,12720
1,5,14415
1,4,16390
1,3,17083
1,2,17692
1,1,18308
1,0,19187
2,0,21323
2,1,23920
3,1,25624
3,0,27203
4,0,28878
4,1,31827
4,2,32357
5,2,37305
4,2,47817
4,3,49331
4,4,50363
3,4,52766
2,4,53248
2,5,54553
3,5,56609
4,5,57133
5,5,58184
5,4,59593
5,3,60177
5,2,60992
5,1,61789
5,0,62457
