x,y,t
0,0,0
1,0,1929
1,1,2258
2,1,4480
3,1,5964
3,0,7233
2,0,7845
3,0,8188
4,0,8688
5,0,8771
6,0,8853
7,0,9819
8,0,10302
9,0,10802
9,1,11336
9,2,11744
8,2,12132
8,1,12652
7,1,13150
7,2,13528
6,2,13836
5,2,14291
5,1,14757
5,2,15156
4,2,15455
4,3,16358
3,3,16740
2,3,17061
1,3,17250
1,2,17923
0,2,18291
0,3,18862
0,4,19364
0,5,19445
0,6,19528
0,7,19613
0,8,19695
0,9,19779
1,9,20194
2,9,20695
3,9,20776
4,9,20859
5,9,20943
6,9,21026
6,8,21847
5,8,22664
5,7,23071
4,7,23391
3,7,23663
3,8,24003
2,8,24252
1,8,24511
1,7,24931
2,7,25292
2,6,25608
1,6,26122
2,6,26512
3,6,27042
3,5,28312
3,4,29186
2,4,29513
1,4,29727
0,4,29954
1,4,30386
2,4,30676
3,4,30842
3,5,31295
4,5,31582
4,6,32214
5,6,32662
5,5,33342
5,4,33821
5,3,34040
6,3,34374
6,4,34805
7,4,35163
8,4,35383
9,4,35961
9,3,36777
9,4,37742
9,5,37979
9,6,38162
9,7,38360
9,8,38572
8,8,39062
8,9,39399
8,8,39869
8,7,40136
7,7,40606
6,7,40869
6,6,41321
6,7,41895
7,7,42242
8,7,42451
9,7,42649
8,7,43162
8,6,43973
8,5,44188
7,5,44758
