x,y,t
0,0,0
1,0,6967
1,1,7379
1,2,7895
0,2,8229
0,3,8712
0,4,8933
0,5,9136
0,6,9361
0,7,9604
0,8,9845
0,9,10336
1,9,10969
2,9,11169
3,9,11346
4,9,11537
5,9,11737
6,9,11930
6,8,12545
6,7,12993
7,7,13303
8,7,13655
8,8,14159
8,9,14376
8,8,15036
9,8,15270
9,7,15777
9,6,16011
8,6,23611
8,5,24128
9,5,25321
9,4,25902
8,4,26802
7,4,27102
7,5,27945
7,4,28268
6,4,28627
5,4,29177
5,5,29843
5,6,30040
6,6,30512
5,6,31495
5,7,31753
5,8,32377
5,7,32936
4,7,33251
3,7,33676
3,8,34058
2,8,34395
1,8,34743
1,7,35217
1,6,35744
2,6,37225
2,7,37539
2,6,37842
3,6,38187
4,6,38442
4,5,38841
3,5,39484
3,4,39935
3,3,40376
2,3,40610
1,3,43469
1,4,44039
2,4,44358
2,3,44714
3,3,45091
4,3,45268
5,3,45492
6,3,45931
6,2,46307
7,2,46623
8,2,46833
9,2,47049
9,3,47623
9,2,47966
9,1,48182
9,0,48391
8,0,49360
8,1,49713
7,1,50102
7,0,50534
6,0,50950
5,0,51399
5,1,52040
5,2,52249
4,2,52574
5,2,54483
5,1,54758
5,0,54956
4,0,55481
3,0,55651
2,0,55832
2,1,56271
3,1,56575
