x,y,t
0,0,0
1,0,1285
2,0,1435
3,0,1701
4,0,1868
5,0,2101
6,0,2252
7,0,2468
8,0,2734
9,0,3052
9,1,3769
9,2,3936
9,3,4153
9,4,4353
9,5,4537
9,6,4737
9,7,6284
9,8,6503
8,8,7834
8,9,9102
8,8,10303
8,7,10803
7,7,12370
6,7,13703
6,8,14871
6,9,15304
5,9,16254
4,9,16454
3,9,16654
2,9,16854
1,9,17087
0,9,17304
0,8,18055
0,7,18287
0,6,18471
0,5,18688
0,4,18872
0,3,19088
0,2,19554
1,2,20422
1,1,21372
2,1,21971
3,1,22938
2,1,24239
1,1,24456
1,2,25390
1,3,26190
2,3,27606
3,3,27872
4,3,28073
4,2,29323
5,2,30505
5,1,31373
5,2,32657
6,2,33208
7,2,34540
7,1,35673
8,1,37207
8,2,38374
7,2,41525
6,2,41758
5,2,41942
5,3,43225
6,3,45059
6,4,46543
7,4,47476
8,4,47709
7,4,48910
6,4,49159
5,4,49360
5,3,50393
4,3,51293
3,3,51927
3,4,52694
2,4,53644
1,4,53844
0,4,54061
0,5,55211
0,6,55912
1,6,56995
2,6,57211
3,6,57445
3,5,58495
4,5,59745
5,5,59945
5,4,62945
5,5,64079
5,6,64729
4,6,65513
5,6,67196
6,6,67696
5,6,68813
5,5,69563
5,4,70613
6,4,72164
7,4,72647
7,5,73748
8,5,74381
9,5,75431
8,5,77369
8,6,78553
8,7,80070
7,7,81553
6,7,83290
5,7,83506
4,7,83684
3,7,83883
2,7,84083
1,7,84266
1,8,85250
2,8,86483
3,8,86699
3,7,87750
4,7,88383
5,7,89367
5,8,89834
