x,y,t
0,0,0
1,0,1035
1,1,2728
2,1,3073
2,0,3525
3,0,3852
3,1,4532
3,0,4786
4,0,5034
5,0,5514
5,1,5998
5,0,6189
6,0,6396
7,0,6805
8,0,7141
9,0,7333
9,1,7694
8,1,7964
7,1,8171
7,2,8693
8,2,8884
9,2,9062
9,3,9383
9,4,9996
9,5,10395
9,6,10787
9,7,11212
9,8,11445
8,8,12014
8,9,12295
8,8,12586
8,7,12794
8,6,13168
8,5,13438
8,4,13700
7,4,14150
7,5,14845
7,4,15137
6,4,15310
6,3,15698
6,2,15930
5,2,16267
4,2,16592
4,3,17262
3,3,17483
2,3,17653
1,3,17798
1,2,18385
0,2,18574
0,3,18995
0,4,19485
1,4,19764
2,4,20016
3,4,20289
3,5,20706
3,6,20996
3,7,21213
2,7,21455
1,7,21860
0,7,22376
0,6,22637
0,5,23000
0,6,23910
1,6,24150
2,6,24338
3,6,24994
3,5,25447
4,5,25666
5,5,26034
5,4,26387
5,3,26590
5,4,26909
5,5,27449
5,6,27937
5,7,27971
5,8,27999
5,9,28034
4,9,28264
3,9,28794
2,9,28822
1,9,28856
0,9,28889
0,8,29385
1,8,29664
2,8,30155
3,8,30184
3,7,30527
4,7,30745
4,6,31089
5,6,31489
6,6,31770
6,7,32058
6,8,32547
6,9,32579
6,8,32991
6,7,33200
7,7,33496
