x,y,t
0,0,0
1,0,1339
2,0,1511
3,0,1680
4,0,1823
5,0,1978
6,0,2137
7,0,2321
8,0,2471
9,0,2637
9,1,3323
8,1,3673
7,1,3831
7,2,4791
8,2,5559
9,2,5740
8,2,6591
7,2,6740
6,2,6899
5,2,7059
5,1,7927
5,2,8644
4,2,9058
4,3,9875
3,3,10290
2,3,10435
1,3,10608
0,3,10763
0,2,11574
1,2,12233
1,1,12659
2,1,13323
3,1,13489
2,1,14375
1,1,15006
1,2,15556
1,3,15716
1,4,16057
0,4,16690
1,4,17291
2,4,17435
3,4,17623
3,3,18257
4,3,18640
5,3,18840
6,3,18998
6,4,20543
5,4,21158
6,4,21775
7,4,21940
8,4,22149
9,4,22226
9,3,22892
9,4,23557
9,5,23716
8,5,24542
7,5,24700
7,4,25812
6,4,26678
5,4,26851
5,5,27527
4,5,27926
3,5,28077
3,4,29025
2,4,29494
1,4,29676
0,4,29833
0,5,30827
0,6,31000
1,6,31912
2,6,32072
3,6,32209
4,6,32367
5,6,32523
6,6,33406
6,7,34023
7,7,34490
8,7,34664
9,7,35427
9,6,36159
8,6,36757
8,7,38157
7,7,38841
6,7,39007
5,7,39490
4,7,39649
3,7,41314
2,7,41498
1,7,41830
0,7,41945
0,8,43979
1,8,44678
2,8,44806
3,8,44951
3,9,46095
2,9,46578
1,9,46718
0,9,46858
1,9,47810
2,9,47994
3,9,48152
4,9,48318
5,9,48844
5,8,49377
6,8,49843
6,9,50696
6,8,51415
6,7,52128
7,7,53063
8,7,53272
8,8,54912
8,9,55411
8,8,56177
9,8,56979
