x,y,t
0,0,0
1,0,1401
2,0,1595
3,0,1779
4,0,1945
5,0,2112
6,0,2295
7,0,2532
8,0,2695
9,0,3167
9,1,7886
9,2,8045
9,3,8229
9,4,8413
9,5,8597
9,6,8762
9,7,9034
9,8,9518
8,8,10302
8,9,10568
8,8,10952
8,7,11114
7,7,11568
6,7,11984
6,8,12198
6,9,12752
5,9,12985
4,9,13146
3,9,13296
2,9,13463
1,9,13629
0,9,13814
0,8,14447
0,7,14629
0,6,15018
0,5,15179
0,4,15362
0,3,15564
0,2,15780
1,2,17064
1,1,17281
2,1,18780
3,1,19297
2,1,19781
1,1,20180
1,2,21514
1,3,21764
1,4,22349
2,4,23419
3,4,23596
3,5,24381
3,6,24582
3,7,25135
3,8,25313
2,8,25602
1,8,25815
1,7,26319
1,6,26514
2,6,28118
2,7,28469
3,7,28785
4,7,28949
5,7,29130
5,6,29569
4,6,30314
5,6,32485
6,6,32650
5,6,33385
5,5,33763
4,5,34119
5,5,35786
5,4,36287
6,4,36719
7,4,36897
8,4,37134
8,5,38352
8,6,38513
8,5,38905
7,5,39236
7,4,39822
6,4,40615
5,4,42169
5,3,42502
4,3,42954
3,3,43183
2,3,43603
3,3,44052
4,3,44235
5,3,44400
6,3,44567
5,3,46020
4,3,46386
4,2,46687
5,2,47368
6,2,47565
7,2,47748
8,2,48220
8,1,49703
7,1,50120
7,2,50587
6,2,50902
5,2,51136
5,1,51587
5,2,53337
5,3,53536
5,4,53701
5,5,53885
5,6,54051
5,7,54252
5,8,54417
