x,y,t
0,0,0
1,0,773
2,0,1280
3,0,1357
4,0,1442
5,0,1524
6,0,1614
7,0,1702
8,0,1771
9,0,1857
10,0,1946
11,0,2036
12,0,2106
12,1,2653
11,1,3055
10,1,3554
9,1,3639
9,2,4966
10,2,5191
11,2,5688
12,2,5783
12,3,6249
13,3,6410
12,3,6880
11,3,7310
10,3,7784
9,3,8035
8,3,8234
8,2,8506
7,2,8726
6,2,8993
6,3,9410
7,3,9549
6,3,10443
5,3,11271
4,3,11460
3,3,11686
2,3,11861
1,3,12275
1,4,12571
2,4,12843
3,4,13070
3,5,13369
4,5,13545
5,5,13919
6,5,14016
6,4,14224
5,4,14707
6,4,14900
7,4,15405
8,4,15478
9,4,15569
10,4,15651
11,4,15736
12,4,15817
13,4,15906
13,5,16185
12,5,16417
11,5,16922
10,5,17010
9,5,17084
8,5,17435
7,5,17663
7,6,18422
7,7,18769
8,7,18987
9,7,19189
9,6,19455
10,6,19684
11,6,20185
12,6,20262
13,6,20352
13,7,20580
12,7,20815
11,7,21168
10,7,21357
10,8,21725
11,8,21895
12,8,22108
12,9,22491
12,10,23372
13,10,23653
13,11,23941
12,11,24272
12,12,24502
13,12,24774
13,13,25218
12,13,25618
11,13,25930
10,13,26148
10,12,26480
11,12,26683
11,11,27075
10,11,27522
9,11,27967
9,12,28372
8,12,29538
8,13,29952
7,13,30151
6,13,30651
5,13,30735
4,13,30820
3,13,30901
3,12,31678
2,12,31976
2,11,32627
1,11,32922
0,11,33420
0,12,33575
0,13,33823
1,13,34175
0,13,34566
0,12,34759
0,11,34954
0,10,35286
1,10,35783
2,10,36125
3,10,36366
3,11,36721
3,12,36986
3,11,37518
4,11,37779
5,11,38130
5,12,38412
5,11,38718
6,11,38895
7,11,39495
7,12,39951
7,11,40630
8,11,40773
8,10,41613
9,10,41851
9,9,42614
10,9,42766
11,9,42951
10,9,43666
9,9,43967
9,8,44317
8,8,44506
8,9,44945
7,9,45214
7,10,45684
7,9,45996
7,8,46250
7,9,47281
7,10,47452
6,10,47851
5,10,48120
4,10,48318
5,10,49957
6,10,50136
6,9,50633
5,9,50991
4,9,51494
3,9,51585
2,9,51658
1,9,51751
0,9,51825
0,8,52185
1,8,52483
2,8,52974
3,8,53059
4,8,53150
5,8,53226
6,8,53484
6,7,53988
5,7,54307
4,7,54518
3,7,54884
3,6,55254
4,6,55439
5,6,55617
4,6,56521
3,6,56717
2,6,56903
1,6,57350
1,7,57653
0,7,57947
0,6,58319
0,5,58491
1,5,58817
2,5,59081
2,4,59284
1,4,59596
0,4,59877
0,3,60169
0,2,60478
1,2,60926
1,1,61102
2,1,61451
2,2,61720
3,2,61973
3,1,62278
4,1,62522
4,0,63273
4,1,63780
4,2,64009
4,1,64319
5,1,64582
6,1,64804
