x,y,t
0,0,0
1,0,2535
2,0,3037
3,0,3112
4,0,3196
5,0,3280
6,0,3363
7,0,3447
8,0,3530
9,0,3614
10,0,3697
11,0,3780
12,0,4092
12,1,4486
12,2,4840
12,3,5541
13,3,5783
13,4,6134
13,5,6320
13,6,6503
13,7,6986
12,7,7337
12,8,7584
12,9,7997
12,10,8664
13,10,8901
13,11,9185
13,12,10005
13,13,10282
12,13,10638
11,13,10819
10,13,11013
10,12,11343
9,12,11582
8,12,12133
8,13,12374
7,13,12645
6,13,12814
5,13,13006
4,13,13205
3,13,13577
3,12,13977
2,12,14331
2,11,14727
1,11,14978
0,11,15364
0,12,15588
0,13,15954
1,13,16268
0,13,16623
0,12,16992
0,11,17152
0,10,17331
0,9,17519
0,8,17703
0,7,17894
0,6,18088
0,5,18286
0,4,18496
0,3,18839
0,2,19279
1,2,19646
1,1,19883
2,1,20203
3,1,20379
4,1,20556
5,1,20748
6,1,20959
6,2,21335
7,2,21562
8,2,21750
9,2,21938
9,1,22268
10,1,22532
11,1,22723
11,2,23189
11,3,23607
11,4,23990
12,4,24307
12,5,24582
12,6,24794
11,6,25170
11,7,25830
11,8,26025
11,9,26213
10,9,26591
9,9,26774
9,10,27070
9,11,27416
10,11,27633
11,11,27814
12,11,28005
12,12,28355
11,12,28591
10,12,29951
9,12,30107
8,12,30287
7,12,30477
7,11,31253
8,11,31506
7,11,31759
6,11,31998
5,11,32620
5,12,32922
5,11,33240
4,11,33569
3,11,34012
3,10,35134
2,10,35371
1,10,35559
1,9,35923
1,8,36309
1,7,36501
1,6,36703
1,5,36899
1,4,37104
1,3,37320
2,3,37675
2,2,37907
3,2,38590
4,2,38970
4,3,39359
5,3,39720
6,3,40045
7,3,40246
8,3,40460
9,3,40661
10,3,41248
10,2,41592
10,3,41874
10,4,42066
10,5,42370
11,5,42615
10,5,42959
10,6,43180
10,7,43607
10,8,43967
9,8,44267
8,8,45836
8,9,46039
8,10,46419
7,10,46723
6,10,47465
5,10,47665
4,10,48037
4,9,48393
3,9,48706
2,9,48975
2,8,49282
3,8,49633
3,7,49873
3,6,50378
2,6,50645
2,5,50871
2,4,51672
3,4,53231
3,3,53466
3,4,53851
3,5,54143
4,5,54421
5,5,54967
5,4,55291
6,4,55633
7,4,55824
8,4,56168
9,4,56507
9,5,56821
9,6,57066
9,7,57311
8,7,57790
7,7,58253
7,8,58503
7,9,58867
6,9,59317
6,8,60505
6,7,60817
5,7,61091
5,8,61367
5,9,61957
4,9,62155
4,8,62471
4,7,62773
4,6,62983
5,6,63322
5,5,63711
6,5,64307
7,5,64647
8,5,65072
7,5,68124
7,6,68286
