x,y,t
0,0,0
1,0,1618
2,0,2119
3,0,2652
4,0,3969
5,0,4519
6,0,5002
7,0,5519
8,0,6756
9,0,7152
10,0,8331
11,0,9657
12,0,12587
12,1,20130
11,1,21959
10,1,23005
9,1,24542
9,0,26626
8,0,29260
7,0,29911
6,0,31344
6,1,32148
5,1,32839
4,1,34845
3,1,35395
2,1,35962
1,1,36494
1,2,37440
0,2,39512
0,3,40112
0,4,41332
0,5,41612
0,6,41882
0,7,43364
0,8,44614
0,9,45130
0,10,46175
0,11,47465
0,12,48359
0,13,50698
1,13,51721
0,13,53582
0,12,54634
0,11,56195
1,11,57239
2,11,59062
2,12,62956
3,12,64049
3,13,65423
4,13,67864
5,13,69214
6,13,70598
7,13,71795
8,13,73253
8,12,74082
9,12,75736
10,12,76182
11,12,76699
12,12,77250
13,12,80096
13,13,81099
12,13,81941
11,13,82763
10,13,83231
11,13,84213
10,13,88232
10,12,90156
9,12,93069
8,12,94775
7,12,95345
7,11,96763
6,11,97829
5,11,99810
5,12,100695
5,11,102159
4,11,104626
3,11,105259
3,10,106626
2,10,107559
1,10,108577
1,9,109832
1,8,110939
1,7,113277
1,6,114439
1,5,115145
1,4,115711
1,3,116957
1,2,118528
2,2,120579
3,2,124080
4,2,125280
4,3,127267
3,3,130235
2,3,130918
2,4,132452
3,4,133342
3,5,135640
2,5,136503
2,6,137533
3,6,138363
3,7,139335
3,8,140399
2,8,141283
2,9,142226
3,9,143105
4,9,144892
4,10,145810
5,10,147096
6,10,148647
7,10,149918
8,10,150531
9,10,151914
9,11,153664
8,11,155311
9,11,156178
10,11,156695
11,11,157895
12,11,159263
13,11,161462
13,10,163846
12,10,166030
12,9,167797
11,9,169430
10,9,169847
9,9,170464
8,9,170989
7,9,171472
6,9,171990
5,9,172556
4,9,173691
4,8,174486
4,7,175057
4,6,175542
4,5,177686
5,5,182521
5,6,184806
5,7,185420
6,7,186089
5,7,189021
5,8,190002
6,8,191803
7,8,193220
8,8,194770
9,8,195234
10,8,195752
11,8,196924
12,8,197454
12,7,198382
13,7,200833
13,6,201533
13,5,202233
13,4,202865
13,3,203617
12,3,204917
12,2,207084
11,2,209018
10,2,210268
10,1,211035
10,2,213102
9,2,214011
8,2,214777
7,2,215461
6,2,217653
6,3,223601
5,3,224832
5,4,226451
6,4,227901
6,5,229079
7,5,230402
7,6,231354
7,7,232687
8,7,233785
9,7,236102
10,7,236986
11,7,237798
11,6,238730
10,6,240766
9,6,242371
9,5,244104
8,5,245301
8,4,246266
7,4,248005
7,3,248771
8,3,250450
9,3,251052
10,3,251598
11,3,253721
12,3,256256
12,4,258470
12,5,259120
12,6,260470
12,5,261353
11,5,263270
10,5,263937
10,4,264803
9,4,265985
10,4,266766
11,4,268050
