x,y,t
0,0,0
0,1,1345
1,1,1696
1,0,2031
2,0,4296
3,0,4480
4,0,4663
4,1,5147
4,2,6347
5,2,7114
5,3,7565
4,3,8147
4,4,8498
4,5,9232
3,5,9982
3,4,10350
2,4,10900
2,5,11217
1,5,11567
1,4,11918
1,3,12517
2,3,12849
2,2,13318
2,1,14451
2,2,15452
3,2,15869
