x,y,t
0,0,0
0,1,5720
1,1,7392
1,0,7831
2,0,8575
2,1,10688
2,0,11415
3,0,11927
4,0,12344
4,1,12944
4,2,14895
5,2,15280
5,3,21704
4,3,22200
4,4,23592
4,5,23975
3,5,25472
2,5,25879
1,5,26303
1,4,28063
2,4,28751
3,4,29176
2,4,29816
2,3,30375
1,3,31144
2,3,31896
2,2,32399
3,2,32967
