x,y,t
0,0,0
1,0,6789
2,0,7019
3,0,7269
4,0,7518
5,0,7784
6,0,8356
6,1,9753
5,1,14720
4,1,15516
4,2,16732
3,2,17417
2,2,17850
2,3,19900
1,3,21634
0,3,22896
0,4,24803
1,4,26226
1,5,27261
0,5,28359
0,6,39521
0,7,40834
1,7,43028
2,7,43376
3,7,43730
3,6,44705
4,6,45389
3,6,46603
2,6,46935
1,6,47372
1,5,48655
1,4,48976
1,3,49238
2,3,51532
3,3,52321
3,4,54237
4,4,55358
4,3,56371
4,2,61728
5,2,63065
6,2,63915
7,2,64366
7,3,65419
6,3,66143
5,3,66625
5,4,67783
6,4,68683
7,4,69023
7,5,70015
6,5,71231
5,5,71626
6,5,73068
6,6,74478
6,7,74896
7,7,75590
7,6,76088
