x,y,t
0,0,0
1,0,2098
2,0,2340
3,0,2553
4,0,2768
5,0,3005
6,0,3254
6,1,7527
6,2,8509
7,2,9549
7,3,10957
7,4,11254
7,5,11515
7,6,11808
7,7,12129
6,7,13459
6,6,14022
6,5,14466
6,4,14958
6,3,15412
6,4,23370
6,5,23709
5,5,25019
5,4,26730
5,3,27114
5,2,27468
5,1,27872
4,1,28819
4,2,29329
4,3,29677
4,4,30013
3,4,32557
3,3,33991
3,2,34383
2,2,35474
2,3,36008
1,3,37266
0,3,37570
0,4,39420
1,4,40570
1,5,45984
0,5,47092
0,6,50659
0,7,51122
1,7,53601
1,6,54139
2,6,55314
2,7,56882
3,7,57356
3,6,58523
4,6,59002
